SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
11,43762,RPM,305,264,223,182,ROYAPURAM,1,12:12:00,12:13:00,41,732.0,733.0,12:12,12:13
12,43762,MSB,315,272,229,186,CHENNAI BEAC,1,12:20:00,12:25:00,43,740.0,745.0,12:20,12:25
13,43762,MTMY,355,304,253,202,THIRUMAYILAI,1,12:43:00,12:44:00,51,763.0,764.0,12:43,12:44
14,43762,VLCY,385,328,271,214,VELACHEERY,1,13:10:00,13:10:00,57,790.0,790.0,13:10,13:10
1,43763,VLCY,100,100,100,100,VELACHEERY,1,09:05:00,09:05:00,0,545.0,545.0,09:05,09:05
2,43763,MTMY,130,124,118,112,THIRUMAYILAI,1,09:23:00,09:24:00,6,563.0,564.0,09:23,09:24
3,43763,MSB,170,156,142,128,CHENNAI BEAC,1,09:49:00,09:50:00,14,589.0,590.0,09:49,09:50
4,43763,RPM,180,164,148,132,ROYAPURAM,1,09:54:00,09:55:00,16,594.0,595.0,09:54,09:55
5,43763,WST,185,168,151,134,WASHERMANPET,1,09:59:00,10:00:00,17,599.0,600.0,09:59,10:00
6,43763,VPY,195,176,157,138,VEYSARPADI,1,10:04:00,10:05:00,19,604.0,605.0,10:04,10:05
7,43763,PER,205,184,163,142,PERAMBUR,1,10:06:00,10:07:00,21,606.0,607.0,10:06,10:07
8,43763,VLK,225,200,175,150,VILLIVAKKAM,1,10:08:00,10:09:00,25,608.0,609.0,10:08,10:09
9,43763,ABU,255,224,193,162,AMBATTUR,1,10:18:00,10:19:00,31,618.0,619.0,10:18,10:19
10,43763,AVD,280,244,208,172,AVADI,1,10:34:00,10:35:00,36,634.0,635.0,10:34,10:35
11,43763,PRES,295,256,217,178,PATTABIRAM E,1,10:38:00,10:39:00,39,638.0,639.0,10:38,10:39
12,43763,PRWS,310,268,226,184,PATTABIRAM W,1,10:40:00,10:41:00,42,640.0,641.0,10:40,10:41
13,43763,TI,320,276,232,188,TIRUNINRAVUR,1,10:47:00,10:48:00,44,647.0,648.0,10:47,10:48
14,43763,TRL,385,328,271,214,TIRUVALLUR,1,11:15:00,11:15:00,57,675.0,675.0,11:15,11:15
1,43764,TRL,100,100,100,100,TIRUVALLUR,1,13:40:00,13:40:00,0,820.0,820.0,13:40,13:40
2,43764,TI,160,148,136,124,TIRUNINRAVUR,1,13:54:00,13:55:00,12,834.0,835.0,13:54,13:55
3,43764,PRWS,170,156,142,128,PATTABIRAM W,1,13:59:00,14:00:00,14,839.0,840.0,13:59,14:00
4,43764,PRES,185,168,151,134,PATTABIRAM E,1,14:04:00,14:05:00,17,844.0,845.0,14:04,14:05
5,43764,AVD,200,180,160,140,AVADI,1,14:07:00,14:08:00,20,847.0,848.0,14:07,14:08
6,43764,ABU,230,204,178,152,AMBATTUR,1,14:17:00,14:18:00,26,857.0,858.0,14:17,14:18
7,43764,VLK,260,228,196,164,VILLIVAKKAM,1,14:27:00,14:28:00,32,867.0,868.0,14:27,14:28
8,43764,PER,280,244,208,172,PERAMBUR,1,14:34:00,14:35:00,36,874.0,875.0,14:34,14:35
9,43764,VPY,290,252,214,176,VEYSARPADI,1,14:36:00,14:37:00,38,876.0,877.0,14:36,14:37
10,43764,WST,300,260,220,180,WASHERMANPET,1,14:42:00,14:43:00,40,882.0,883.0,14:42,14:43
11,43764,RPM,305,264,223,182,ROYAPURAM,1,14:47:00,14:48:00,41,887.0,888.0,14:47,14:48
12,43764,MSB,315,272,229,186,CHENNAI BEAC,1,15:00:00,15:05:00,43,900.0,905.0,15:00,15:05
13,43764,MTMY,355,304,253,202,THIRUMAYILAI,1,15:23:00,15:24:00,51,923.0,924.0,15:23,15:24
14,43764,VLCY,385,328,271,214,VELACHEERY,1,15:50:00,15:50:00,57,950.0,950.0,15:50,15:50
1,43765,VLCY,100,100,100,100,VELACHEERY,1,12:15:00,12:15:00,0,735.0,735.0,12:15,12:15
2,43765,MTMY,130,124,118,112,THIRUMAYILAI,1,12:33:00,12:34:00,6,753.0,754.0,12:33,12:34
3,43765,MSB,170,156,142,128,CHENNAI BEAC,1,13:00:00,13:05:00,14,780.0,785.0,13:00,13:05
4,43765,RPM,180,164,148,132,ROYAPURAM,1,13:09:00,13:10:00,16,789.0,790.0,13:09,13:10
5,43765,WST,185,168,151,134,WASHERMANPET,1,13:14:00,13:15:00,17,794.0,795.0,13:14,13:15
6,43765,VPY,195,176,157,138,VEYSARPADI,1,13:20:00,13:21:00,19,800.0,801.0,13:20,13:21
7,43765,PER,205,184,163,142,PERAMBUR,1,13:22:00,13:23:00,21,802.0,803.0,13:22,13:23
8,43765,VLK,225,200,175,150,VILLIVAKKAM,1,13:29:00,13:30:00,25,809.0,810.0,13:29,13:30
9,43765,ABU,255,224,193,162,AMBATTUR,1,13:39:00,13:40:00,31,819.0,820.0,13:39,13:40
10,43765,AVD,280,244,208,172,AVADI,1,13:50:00,13:51:00,36,830.0,831.0,13:50,13:51
11,43765,PRES,295,256,217,178,PATTABIRAM E,1,13:54:00,13:55:00,39,834.0,835.0,13:54,13:55
12,43765,PRWS,310,268,226,184,PATTABIRAM W,1,13:56:00,13:57:00,42,836.0,837.0,13:56,13:57
13,43765,TI,320,276,232,188,TIRUNINRAVUR,1,14:03:00,14:04:00,44,843.0,844.0,14:03,14:04
14,43765,TRL,385,328,271,214,TIRUVALLUR,1,14:30:00,14:30:00,57,870.0,870.0,14:30,14:30
1,43766,TRL,100,100,100,100,TIRUVALLUR,1,17:55:00,17:55:00,0,1075.0,1075.0,17:55,17:55
2,43766,TI,160,148,136,124,TIRUNINRAVUR,1,18:09:00,18:10:00,12,1089.0,1090.0,18:09,18:10
3,43766,PRWS,170,156,142,128,PATTABIRAM W,1,18:14:00,18:15:00,14,1094.0,1095.0,18:14,18:15
4,43766,PRES,185,168,151,134,PATTABIRAM E,1,18:19:00,18:20:00,17,1099.0,1100.0,18:19,18:20
5,43766,AVD,200,180,160,140,AVADI,1,18:22:00,18:23:00,20,1102.0,1103.0,18:22,18:23
6,43766,ABU,230,204,178,152,AMBATTUR,1,18:32:00,18:33:00,26,1112.0,1113.0,18:32,18:33
7,43766,VLK,260,228,196,164,VILLIVAKKAM,1,18:42:00,18:43:00,32,1122.0,1123.0,18:42,18:43
8,43766,PER,280,244,208,172,PERAMBUR,1,18:49:00,18:50:00,36,1129.0,1130.0,18:49,18:50
9,43766,VPY,290,252,214,176,VEYSARPADI,1,18:51:00,18:52:00,38,1131.0,1132.0,18:51,18:52
10,43766,WST,300,260,220,180,WASHERMANPET,1,18:57:00,18:58:00,40,1137.0,1138.0,18:57,18:58
11,43766,RPM,305,264,223,182,ROYAPURAM,1,19:02:00,19:03:00,41,1142.0,1143.0,19:02,19:03
12,43766,MSB,315,272,229,186,CHENNAI BEAC,1,19:20:00,19:25:00,43,1160.0,1165.0,19:20,19:25
13,43766,MTMY,355,304,253,202,THIRUMAYILAI,1,19:43:00,19:44:00,51,1183.0,1184.0,19:43,19:44
14,43766,VLCY,385,328,271,214,VELACHEERY,1,20:10:00,20:10:00,57,1210.0,1210.0,20:10,20:10
1,43767,VLCY,100,100,100,100,VELACHEERY,1,14:35:00,14:35:00,0,875.0,875.0,14:35,14:35
2,43767,MTMY,130,124,118,112,THIRUMAYILAI,1,14:53:00,14:54:00,6,893.0,894.0,14:53,14:54
3,43767,MSB,170,156,142,128,CHENNAI BEAC,1,15:20:00,15:30:00,14,920.0,930.0,15:20,15:30
4,43767,RPM,180,164,148,132,ROYAPURAM,1,15:34:00,15:35:00,16,934.0,935.0,15:34,15:35
5,43767,WST,185,168,151,134,WASHERMANPET,1,15:39:00,15:40:00,17,939.0,940.0,15:39,15:40
6,43767,VPY,195,176,157,138,VEYSARPADI,1,15:45:00,15:46:00,19,945.0,946.0,15:45,15:46
7,43767,PER,205,184,163,142,PERAMBUR,1,15:47:00,15:48:00,21,947.0,948.0,15:47,15:48
8,43767,VLK,225,200,175,150,VILLIVAKKAM,1,15:54:00,15:55:00,25,954.0,955.0,15:54,15:55
9,43767,ABU,255,224,193,162,AMBATTUR,1,16:04:00,16:05:00,31,964.0,965.0,16:04,16:05
10,43767,AVD,280,244,208,172,AVADI,1,16:15:00,16:16:00,36,975.0,976.0,16:15,16:16
11,43767,PRES,295,256,217,178,PATTABIRAM E,1,16:19:00,16:20:00,39,979.0,980.0,16:19,16:20
12,43767,PRWS,310,268,226,184,PATTABIRAM W,1,16:22:00,16:23:00,42,982.0,983.0,16:22,16:23
13,43767,TI,320,276,232,188,TIRUNINRAVUR,1,16:28:00,16:29:00,44,988.0,989.0,16:28,16:29
14,43767,TRL,385,328,271,214,TIRUVALLUR,1,16:50:00,16:50:00,57,1010.0,1010.0,16:50,16:50
1,43768,TRL,100,100,100,100,TIRUVALLUR,1,18:20:00,18:20:00,0,1100.0,1100.0,18:20,18:20
2,43768,TI,160,148,136,124,TIRUNINRAVUR,1,18:34:00,18:35:00,12,1114.0,1115.0,18:34,18:35
3,43768,PRWS,170,156,142,128,PATTABIRAM W,1,18:37:00,18:38:00,14,1117.0,1118.0,18:37,18:38
4,43768,PRES,185,168,151,134,PATTABIRAM E,1,18:41:00,18:42:00,17,1121.0,1122.0,18:41,18:42
5,43768,AVD,200,180,160,140,AVADI,1,18:47:00,18:48:00,20,1127.0,1128.0,18:47,18:48
6,43768,ABU,230,204,178,152,AMBATTUR,1,18:57:00,18:58:00,26,1137.0,1138.0,18:57,18:58
7,43768,VLK,260,228,196,164,VILLIVAKKAM,1,19:07:00,19:08:00,32,1147.0,1148.0,19:07,19:08
8,43768,PER,280,244,208,172,PERAMBUR,1,19:14:00,19:15:00,36,1154.0,1155.0,19:14,19:15
9,43768,VPY,290,252,214,176,VEYSARPADI,1,19:16:00,19:17:00,38,1156.0,1157.0,19:16,19:17
10,43768,WST,300,260,220,180,WASHERMANPET,1,19:22:00,19:23:00,40,1162.0,1163.0,19:22,19:23
11,43768,RPM,305,264,223,182,ROYAPURAM,1,19:27:00,19:28:00,41,1167.0,1168.0,19:27,19:28
12,43768,MSB,315,272,229,186,CHENNAI BEAC,1,19:45:00,20:00:00,43,1185.0,1200.0,19:45,20:00
13,43768,MTMY,355,304,253,202,THIRUMAYILAI,1,20:18:00,20:19:00,51,1218.0,1219.0,20:18,20:19
14,43768,VLCY,385,328,271,214,VELACHEERY,1,20:45:00,20:45:00,57,1245.0,1245.0,20:45,20:45
1,43769,VLCY,100,100,100,100,VELACHEERY,1,16:55:00,16:55:00,0,1015.0,1015.0,16:55,16:55
2,43769,MTMY,130,124,118,112,THIRUMAYILAI,1,17:13:00,17:14:00,6,1033.0,1034.0,17:13,17:14
3,43769,MSB,170,156,142,128,CHENNAI BEAC,1,17:39:00,17:40:00,14,1059.0,1060.0,17:39,17:40
4,43769,RPM,180,164,148,132,ROYAPURAM,1,17:44:00,17:45:00,16,1064.0,1065.0,17:44,17:45
5,43769,WST,185,168,151,134,WASHERMANPET,1,17:49:00,17:50:00,17,1069.0,1070.0,17:49,17:50
6,43769,VPY,195,176,157,138,VEYSARPADI,1,17:55:00,17:56:00,19,1075.0,1076.0,17:55,17:56
7,43769,PER,205,184,163,142,PERAMBUR,1,17:57:00,17:58:00,21,1077.0,1078.0,17:57,17:58
8,43769,VLK,225,200,175,150,VILLIVAKKAM,1,18:04:00,18:05:00,25,1084.0,1085.0,18:04,18:05
9,43769,ABU,255,224,193,162,AMBATTUR,1,18:14:00,18:15:00,31,1094.0,1095.0,18:14,18:15
10,43769,AVD,280,244,208,172,AVADI,1,18:27:00,18:28:00,36,1107.0,1108.0,18:27,18:28
11,43769,PRES,295,256,217,178,PATTABIRAM E,1,18:32:00,18:33:00,39,1112.0,1113.0,18:32,18:33
12,43769,PRWS,310,268,226,184,PATTABIRAM W,1,18:35:00,18:36:00,42,1115.0,1116.0,18:35,18:36
13,43769,TI,320,276,232,188,TIRUNINRAVUR,1,18:40:00,18:41:00,44,1120.0,1121.0,18:40,18:41
14,43769,TRL,385,328,271,214,TIRUVALLUR,1,19:10:00,19:10:00,57,1150.0,1150.0,19:10,19:10
1,43770,TRL,100,100,100,100,TIRUVALLUR,1,19:45:00,19:45:00,0,1185.0,1185.0,19:45,19:45
2,43770,TI,160,148,136,124,TIRUNINRAVUR,1,19:59:00,20:00:00,12,1199.0,1200.0,19:59,20:00
3,43770,PRWS,170,156,142,128,PATTABIRAM W,1,20:04:00,20:05:00,14,1204.0,1205.0,20:04,20:05
4,43770,PRES,185,168,151,134,PATTABIRAM E,1,20:09:00,20:10:00,17,1209.0,1210.0,20:09,20:10
5,43770,AVD,200,180,160,140,AVADI,1,20:12:00,20:13:00,20,1212.0,1213.0,20:12,20:13
6,43770,ABU,230,204,178,152,AMBATTUR,1,20:22:00,20:23:00,26,1222.0,1223.0,20:22,20:23
7,43770,VLK,260,228,196,164,VILLIVAKKAM,1,20:32:00,20:33:00,32,1232.0,1233.0,20:32,20:33
8,43770,PER,280,244,208,172,PERAMBUR,1,20:39:00,20:40:00,36,1239.0,1240.0,20:39,20:40
9,43770,VPY,290,252,214,176,VEYSARPADI,1,20:41:00,20:42:00,38,1241.0,1242.0,20:41,20:42
10,43770,WST,300,260,220,180,WASHERMANPET,1,20:47:00,20:48:00,40,1247.0,1248.0,20:47,20:48
11,43770,RPM,305,264,223,182,ROYAPURAM,1,20:52:00,20:53:00,41,1252.0,1253.0,20:52,20:53
12,43770,MSB,315,272,229,186,CHENNAI BEAC,1,21:10:00,21:20:00,43,1270.0,1280.0,21:10,21:20
13,43770,MTMY,355,304,253,202,THIRUMAYILAI,1,21:38:00,21:39:00,51,1298.0,1299.0,21:38,21:39
14,43770,VLCY,385,328,271,214,VELACHEERY,1,22:05:00,22:05:00,57,1325.0,1325.0,22:05,22:05
1,43771,VLCY,100,100,100,100,VELACHEERY,1,18:20:00,18:20:00,0,1100.0,1100.0,18:20,18:20
2,43771,MTMY,130,124,118,112,THIRUMAYILAI,1,18:38:00,18:39:00,6,1118.0,1119.0,18:38,18:39
3,43771,MSB,170,156,142,128,CHENNAI BEAC,1,19:05:00,19:10:00,14,1145.0,1150.0,19:05,19:10
4,43771,RPM,180,164,148,132,ROYAPURAM,1,19:14:00,19:15:00,16,1154.0,1155.0,19:14,19:15
5,43771,WST,185,168,151,134,WASHERMANPET,1,19:19:00,19:20:00,17,1159.0,1160.0,19:19,19:20
6,43771,VPY,195,176,157,138,VEYSARPADI,1,19:25:00,19:26:00,19,1165.0,1166.0,19:25,19:26
7,43771,PER,205,184,163,142,PERAMBUR,1,19:27:00,19:28:00,21,1167.0,1168.0,19:27,19:28
8,43771,VLK,225,200,175,150,VILLIVAKKAM,1,19:34:00,19:35:00,25,1174.0,1175.0,19:34,19:35
9,43771,ABU,255,224,193,162,AMBATTUR,1,19:44:00,19:45:00,31,1184.0,1185.0,19:44,19:45
10,43771,AVD,280,244,208,172,AVADI,1,19:59:00,20:00:00,36,1199.0,1200.0,19:59,20:00
11,43771,PRES,295,256,217,178,PATTABIRAM E,1,20:04:00,20:05:00,39,1204.0,1205.0,20:04,20:05
12,43771,PRWS,310,268,226,184,PATTABIRAM W,1,20:06:00,20:07:00,42,1206.0,1207.0,20:06,20:07
13,43771,TI,320,276,232,188,TIRUNINRAVUR,1,20:12:00,20:13:00,44,1212.0,1213.0,20:12,20:13
14,43771,TRL,385,328,271,214,TIRUVALLUR,1,20:35:00,20:35:00,57,1235.0,1235.0,20:35,20:35
1,43773,VLCY,100,100,100,100,VELACHEERY,1,19:00:00,19:00:00,0,1140.0,1140.0,19:00,19:00
2,43773,MTMY,130,124,118,112,THIRUMAYILAI,1,19:18:00,19:19:00,6,1158.0,1159.0,19:18,19:19
3,43773,MSB,170,156,142,128,CHENNAI BEAC,1,19:45:00,19:50:00,14,1185.0,1190.0,19:45,19:50
4,43773,RPM,180,164,148,132,ROYAPURAM,1,19:54:00,19:55:00,16,1194.0,1195.0,19:54,19:55
5,43773,WST,185,168,151,134,WASHERMANPET,1,19:59:00,20:00:00,17,1199.0,1200.0,19:59,20:00
6,43773,VPY,195,176,157,138,VEYSARPADI,1,20:05:00,20:06:00,19,1205.0,1206.0,20:05,20:06
7,43773,PER,205,184,163,142,PERAMBUR,1,20:07:00,20:08:00,21,1207.0,1208.0,20:07,20:08
8,43773,VLK,225,200,175,150,VILLIVAKKAM,1,20:14:00,20:15:00,25,1214.0,1215.0,20:14,20:15
9,43773,ABU,255,224,193,162,AMBATTUR,1,20:24:00,20:25:00,31,1224.0,1225.0,20:24,20:25
10,43773,AVD,280,244,208,172,AVADI,1,20:37:00,20:38:00,36,1237.0,1238.0,20:37,20:38
11,43773,PRES,295,256,217,178,PATTABIRAM E,1,20:42:00,20:43:00,39,1242.0,1243.0,20:42,20:43
12,43773,PRWS,310,268,226,184,PATTABIRAM W,1,20:45:00,20:47:00,42,1245.0,1247.0,20:45,20:47
13,43773,TI,320,276,232,188,TIRUNINRAVUR,1,20:50:00,20:51:00,44,1250.0,1251.0,20:50,20:51
14,43773,TRL,385,328,271,214,TIRUVALLUR,1,21:15:00,21:15:00,57,1275.0,1275.0,21:15,21:15
1,43791,VLCY,100,100,100,100,VELACHEERY,1,08:20:00,08:20:00,0,500.0,500.0,08:20,08:20
2,43791,MTMY,130,124,118,112,THIRUMAYILAI,1,08:38:00,08:39:00,6,518.0,519.0,08:38,08:39
3,43791,MSB,170,156,142,128,CHENNAI BEAC,1,09:05:00,09:10:00,14,545.0,550.0,09:05,09:10
4,43791,RPM,180,164,148,132,ROYAPURAM,1,09:14:00,09:15:00,16,554.0,555.0,09:14,09:15
5,43791,WST,185,168,151,134,WASHERMANPET,1,09:19:00,09:20:00,17,559.0,560.0,09:19,09:20
6,43791,VPY,195,176,157,138,VEYSARPADI,1,09:25:00,09:26:00,19,565.0,566.0,09:25,09:26
7,43791,PER,205,184,163,142,PERAMBUR,1,09:27:00,09:28:00,21,567.0,568.0,09:27,09:28
8,43791,VLK,225,200,175,150,VILLIVAKKAM,1,09:34:00,09:35:00,25,574.0,575.0,09:34,09:35
9,43791,ABU,255,224,193,162,AMBATTUR,1,09:44:00,09:45:00,31,584.0,585.0,09:44,09:45
10,43791,AVD,280,244,208,172,AVADI,1,09:55:00,09:56:00,36,595.0,596.0,09:55,09:56
11,43791,HC,295,256,217,178,HINDU COLLEG,1,09:59:00,10:00:00,39,599.0,600.0,09:59,10:00
12,43791,PRES,325,280,235,190,PATTABIRAM E,1,10:01:00,10:02:00,45,601.0,602.0,10:01,10:02
13,43791,PTMS,330,284,238,192,PATTABIRAM E,1,10:20:00,10:20:00,46,620.0,620.0,10:20,10:20
1,43792,PTMS,100,100,100,100,PATTABIRAM E,1,08:45:00,08:45:00,0,525.0,525.0,08:45,08:45
2,43792,PRES,110,108,106,104,PATTABIRAM E,1,08:48:00,08:49:00,2,528.0,529.0,08:48,08:49
3,43792,HC,135,128,121,114,HINDU COLLEG,1,08:57:00,08:58:00,7,537.0,538.0,08:57,08:58
4,43792,AVD,150,140,130,120,AVADI,1,09:02:00,09:03:00,10,542.0,543.0,09:02,09:03
5,43792,ANNR,160,148,136,124,ANNANUR,1,09:08:00,09:09:00,12,548.0,549.0,09:08,09:09
6,43792,TMVL,170,156,142,128,THIRUMULLAIV,1,09:11:00,09:12:00,14,551.0,552.0,09:11,09:12
7,43792,ABU,175,160,145,130,AMBATTUR,1,09:14:00,09:15:00,15,554.0,555.0,09:14,09:15
8,43792,PVM,185,168,151,134,PATTARAVAKKA,1,09:17:00,09:18:00,17,557.0,558.0,09:17,09:18
9,43792,KOTR,195,176,157,138,KORATTUR,1,09:20:00,09:21:00,19,560.0,561.0,09:20,09:21
10,43792,VLK,205,184,163,142,VILLIVAKKAM,1,09:24:00,09:25:00,21,564.0,565.0,09:24,09:25
11,43792,PER,225,200,175,150,PERAMBUR,1,09:31:00,09:32:00,25,571.0,572.0,09:31,09:32
12,43792,VPY,235,208,181,154,VEYSARPADI,1,09:33:00,09:34:00,27,573.0,574.0,09:33,09:34
13,43792,WST,245,216,187,158,WASHERMANPET,1,09:39:00,09:40:00,29,579.0,580.0,09:39,09:40
14,43792,RPM,255,224,193,162,ROYAPURAM,1,09:44:00,09:45:00,31,584.0,585.0,09:44,09:45
15,43792,MSB,260,228,196,164,CHENNAI BEAC,1,09:52:00,10:05:00,32,592.0,605.0,09:52,10:05
16,43792,MTMY,305,264,223,182,THIRUMAYILAI,1,10:23:00,10:24:00,41,623.0,624.0,10:23,10:24
17,43792,VLCY,335,288,241,194,VELACHEERY,1,10:50:00,10:50:00,47,650.0,650.0,10:50,10:50
1,43793,VLCY,100,100,100,100,VELACHEERY,1,09:15:00,09:15:00,0,555.0,555.0,09:15,09:15
2,43793,MTMY,130,124,118,112,THIRUMAYILAI,1,09:33:00,09:34:00,6,573.0,574.0,09:33,09:34
3,43793,MSB,170,156,142,128,CHENNAI BEAC,1,10:00:00,10:05:00,14,600.0,605.0,10:00,10:05
4,43793,RPM,180,164,148,132,ROYAPURAM,1,10:09:00,10:10:00,16,609.0,610.0,10:09,10:10
5,43793,WST,185,168,151,134,WASHERMANPET,1,10:14:00,10:15:00,17,614.0,615.0,10:14,10:15
6,43793,VPY,195,176,157,138,VEYSARPADI,1,10:20:00,10:21:00,19,620.0,621.0,10:20,10:21
7,43793,PER,205,184,163,142,PERAMBUR,1,10:22:00,10:23:00,21,622.0,623.0,10:22,10:23
8,43793,VLK,225,200,175,150,VILLIVAKKAM,1,10:29:00,10:30:00,25,629.0,630.0,10:29,10:30
9,43793,ABU,255,224,193,162,AMBATTUR,1,10:39:00,10:40:00,31,639.0,640.0,10:39,10:40
10,43793,AVD,280,244,208,172,AVADI,1,10:50:00,10:51:00,36,650.0,651.0,10:50,10:51
11,43793,HC,295,256,217,178,HINDU COLLEG,1,10:54:00,10:55:00,39,654.0,655.0,10:54,10:55
12,43793,PRES,325,280,235,190,PATTABIRAM E,1,11:00:00,11:01:00,45,660.0,661.0,11:00,11:01
13,43793,PTMS,330,284,238,192,PATTABIRAM E,1,11:15:00,11:15:00,46,675.0,675.0,11:15,11:15
1,43794,PTMS,100,100,100,100,PATTABIRAM E,1,20:35:00,20:35:00,0,1235.0,1235.0,20:35,20:35
2,43794,PRES,110,108,106,104,PATTABIRAM E,1,20:39:00,20:40:00,2,1239.0,1240.0,20:39,20:40
3,43794,AVD,125,120,115,110,AVADI,1,20:50:00,20:51:00,5,1250.0,1251.0,20:50,20:51
4,43794,ABU,150,140,130,120,AMBATTUR,1,21:00:00,21:01:00,10,1260.0,1261.0,21:00,21:01
5,43794,VLK,180,164,148,132,VILLIVAKKAM,1,21:10:00,21:11:00,16,1270.0,1271.0,21:10,21:11
6,43794,PER,200,180,160,140,PERAMBUR,1,21:17:00,21:18:00,20,1277.0,1278.0,21:17,21:18
7,43794,VPY,210,188,166,144,VEYSARPADI,1,21:19:00,21:20:00,22,1279.0,1280.0,21:19,21:20
8,43794,WST,220,196,172,148,WASHERMANPET,1,21:25:00,21:26:00,24,1285.0,1286.0,21:25,21:26
9,43794,RPM,230,204,178,152,ROYAPURAM,1,21:30:00,21:31:00,26,1290.0,1291.0,21:30,21:31
10,43794,MSB,235,208,181,154,CHENNAI BEAC,1,21:55:00,22:20:00,27,1315.0,1340.0,21:55,22:20
11,43794,MTMY,280,244,208,172,THIRUMAYILAI,1,22:38:00,22:39:00,36,1358.0,1359.0,22:38,22:39
12,43794,VLCY,310,268,226,184,VELACHEERY,1,23:05:00,23:05:00,42,1385.0,1385.0,23:05,23:05
1,43795,VLCY,100,100,100,100,VELACHEERY,1,12:55:00,12:55:00,0,775.0,775.0,12:55,12:55
2,43795,MTMY,130,124,118,112,THIRUMAYILAI,1,13:14:00,13:16:00,6,794.0,796.0,13:14,13:16
3,43795,MSB,170,156,142,128,CHENNAI BEAC,1,13:45:00,13:50:00,14,825.0,830.0,13:45,13:50
4,43795,RPM,180,164,148,132,ROYAPURAM,1,13:54:00,13:55:00,16,834.0,835.0,13:54,13:55
5,43795,WST,185,168,151,134,WASHERMANPET,1,13:59:00,14:00:00,17,839.0,840.0,13:59,14:00
6,43795,VPY,195,176,157,138,VEYSARPADI,1,14:04:00,14:05:00,19,844.0,845.0,14:04,14:05
7,43795,PER,205,184,163,142,PERAMBUR,1,14:06:00,14:07:00,21,846.0,847.0,14:06,14:07
8,43795,VLK,225,200,175,150,VILLIVAKKAM,1,14:13:00,14:14:00,25,853.0,854.0,14:13,14:14
9,43795,ABU,255,224,193,162,AMBATTUR,1,14:23:00,14:24:00,31,863.0,864.0,14:23,14:24
10,43795,AVD,280,244,208,172,AVADI,1,14:34:00,14:35:00,36,874.0,875.0,14:34,14:35
11,43795,HC,295,256,217,178,HINDU COLLEG,1,14:38:00,14:39:00,39,878.0,879.0,14:38,14:39
12,43795,PRES,325,280,235,190,PATTABIRAM E,1,14:43:00,14:44:00,45,883.0,884.0,14:43,14:44
13,43795,PTMS,330,284,238,192,PATTABIRAM E,1,15:00:00,15:00:00,46,900.0,900.0,15:00,15:00
1,43797,VLCY,100,100,100,100,VELACHEERY,1,16:40:00,16:40:00,0,1000.0,1000.0,16:40,16:40
2,43797,MTMY,130,124,118,112,THIRUMAYILAI,1,16:58:00,16:59:00,6,1018.0,1019.0,16:58,16:59
3,43797,MSB,170,156,142,128,CHENNAI BEAC,1,17:24:00,17:25:00,14,1044.0,1045.0,17:24,17:25
4,43797,RPM,180,164,148,132,ROYAPURAM,1,17:28:00,17:29:00,16,1048.0,1049.0,17:28,17:29
5,43797,WST,185,168,151,134,WASHERMANPET,1,17:32:00,17:33:00,17,1052.0,1053.0,17:32,17:33
6,43797,VPY,195,176,157,138,VEYSARPADI,1,17:36:00,17:37:00,19,1056.0,1057.0,17:36,17:37
7,43797,PER,205,184,163,142,PERAMBUR,1,17:38:00,17:39:00,21,1058.0,1059.0,17:38,17:39
8,43797,VLK,225,200,175,150,VILLIVAKKAM,1,17:45:00,17:46:00,25,1065.0,1066.0,17:45,17:46
9,43797,ABU,255,224,193,162,AMBATTUR,1,17:55:00,17:56:00,31,1075.0,1076.0,17:55,17:56
10,43797,AVD,280,244,208,172,AVADI,1,18:08:00,18:09:00,36,1088.0,1089.0,18:08,18:09
11,43797,HC,295,256,217,178,HINDU COLLEG,1,18:12:00,18:13:00,39,1092.0,1093.0,18:12,18:13
12,43797,PRES,325,280,235,190,PATTABIRAM E,1,18:17:00,18:18:00,45,1097.0,1098.0,18:17,18:18
13,43797,PTMS,330,284,238,192,PATTABIRAM E,1,18:40:00,18:40:00,46,1120.0,1120.0,18:40,18:40
1,43801,MSB,100,100,100,100,CHENNAI BEAC,1,01:20:00,01:20:00,0,80.0,80.0,01:20,01:20
2,43801,RPM,105,104,103,102,ROYAPURAM,1,01:24:00,01:25:00,1,84.0,85.0,01:24,01:25
3,43801,WST,110,108,106,104,WASHERMANPET,1,01:29:00,01:30:00,2,89.0,90.0,01:29,01:30
4,43801,VPY,120,116,112,108,VEYSARPADI,1,01:35:00,01:36:00,4,95.0,96.0,01:35,01:36
5,43801,PER,130,124,118,112,PERAMBUR,1,01:37:00,01:38:00,6,97.0,98.0,01:37,01:38
6,43801,VLK,150,140,130,120,VILLIVAKKAM,1,01:44:00,01:45:00,10,104.0,105.0,01:44,01:45
7,43801,KOTR,165,152,139,126,KORATTUR,1,01:48:00,01:49:00,13,108.0,109.0,01:48,01:49
8,43801,PVM,175,160,145,130,PATTARAVAKKA,1,01:51:00,01:52:00,15,111.0,112.0,01:51,01:52
9,43801,ABU,180,164,148,132,AMBATTUR,1,01:54:00,01:55:00,16,114.0,115.0,01:54,01:55
